id,title,current_period_id,proposed_period_id,status,note
spedale-degli-innocenti,Spedale degli Innocenti,quattrocento,umanesimo-fiorentino,assegnato,"Spedale degli Innocenti di Brunelleschi, Firenze (1419-1444): opera capitale del rinascimento fiorentino, si scende dal generico quattrocento alla scuola specifica."
spirito-santo-virtu-cardinali-cappella-portogallo,Lo Spirito Santo in forma di colomba tra le personificazioni delle virtu cardinali (decorazione della volta),quattrocento,rinascimento-fiorentino,assegnato,"Luca della Robbia, stessa Cappella del Cardinale del Portogallo a Firenze."
storie-di-noe-chiostro-verde,Storie di Noè: Diluvio e recessione delle acque / Sacrificio ed ebbrezza di Noe,quattrocento,umanesimo-fiorentino,assegnato,"Paolo Uccello, Chiostro Verde di Santa Maria Novella, Firenze: scuola piu specifica del generico Quattrocento."
storie-di-orffeo-mantegna,"Storie di Orfeo, pennacchi (Camera degli Sposi)",rinascimento-maturo,rinascimento-mantovano,assegnato,"Mantegna, pennacchi della Camera degli Sposi, Mantova (1465-1474): la corrente 'rinascimento-maturo' (1490-1527) non copre cronologicamente l'opera; si corregge con la scuola 'Rinascimento mantovano' (1450-1510), coerente sia per data sia per luogo."
tabernacolo-dei-linaioli,Tabernacolo dei Linaioli,quattrocento,umanesimo-fiorentino,assegnato,Beato Angelico a Firenze: scuola piu specifica del generico Quattrocento.
taccuino-disegni-giovannino,Taccuino di disegni (Leone e gazzella),tardogotico,gotico-cortese,assegnato,"Giovannino de' Grassi, disegnatore di corte a Bergamo/Milano (1380-1390, Italia settentrionale): rientra nella corrente Gotico cortese, più specifica del generico Tardogotico."
teleri-di-san-girolamo,Teleri di San Girolamo,,quattrocento-veneziano,assegnato,"Vittore Carpaccio, cicli per le Scuole veneziane (Venezia), coerente con l'altra opera di Carpaccio del lotto già collocata in 'quattrocento-veneziano'; nessuna data disponibile ma attività dell'artista interamente veneziana."
tentazione-adamo-eva-masolino,Tentazione di Adamo ed Eva (peccato originale),quattrocento,umanesimo-fiorentino,assegnato,"Affresco della Cappella Brancacci a Firenze (Masolino), nucleo fondativo del primo Rinascimento fiorentino: piu specifico del generico Quattrocento."
testa-di-santi-giorgio,Testa di santi Giorgio,,scuola-ferrarese,assegnato,"Cosmè Tura, pittore di corte a Ferrara per l'intera carriera (nessuna data disponibile, ma coerente con le altre opere ferraresi dell'artista nel lotto): rientra nella scuola 'Scuola ferrarese'."
torre-del-mangia-siena,Torre del Mangia,gotico-italiano,gotico-senese,assegnato,"Torre civica di Siena (1338-1348), stesso luogo e periodo della scuola senese trecentesca, più specifica del generico gotico-italiano."
trasfigurazione-beato-angelico,Trasfigurazione,quattrocento,umanesimo-fiorentino,assegnato,"Beato Angelico, convento di San Marco, Firenze: scuola piu specifica del generico Quattrocento."
trattato-architettura-filarete-facciata,Trattato di architettura (pagina con la facciata dell'Ospedale Maggiore),umanesimo-lombardo,sforzesco,assegnato,Trattato scritto da Filarete presso la corte sforzesca di Milano (raffigura l'Ospedale Maggiore); 'Firenze' e' solo la sede attuale del manoscritto (Bibl. Nazionale).
trattato-architettura-filarete-sforzinda,Trattato di architettura (pagina con la pianta di Sforzinda),umanesimo-lombardo,sforzesco,assegnato,Stesso trattato di Filarete per la corte sforzesca (progetto di Sforzinda); 'Firenze' e' solo la sede attuale del manoscritto.
tre-filosofi-giorgione,Tre filosofi,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,"Giorgione, opera veneziana (1504 circa; 'Vienna' e' la sede museale attuale, Kunsthistorisches Museum): rientra nella scuola veneziana, piu' specifica della corrente nord-italiana."
tres-riches-heures-duc-berry,Très Riches Heures du Duc de Berry,gotico-internazionale,gotico-cortese,assegnato,"Fratelli De Limbourg per il duca di Berry (1413-1416, completato poi 1485-1489, Francia/Borgogna): rientra nella corrente Gotico cortese, più specifica del generico Gotico internazionale."
tributo-della-moneta,Tributo della moneta,quattrocento,umanesimo-fiorentino,assegnato,Affresco della Cappella Brancacci a Firenze (Masaccio): scuola piu specifica del generico Quattrocento.
trinita-masaccio,Trinita,quattrocento,umanesimo-fiorentino,assegnato,"Affresco di Santa Maria Novella a Firenze, opera chiave di Masaccio: scuola piu specifica del generico Quattrocento."
trionfi-di-cesare-in-gallia,Trionfi di Cesare in Gallia,quattrocento,rinascimento-mantovano,assegnato,"Mantegna, Trionfi di Cesare, ciclo per la corte gonzaghesca di Mantova (1485-1505; 'Londra' indica solo la sede della collezione attuale, Hampton Court): rientra nella scuola 'Rinascimento mantovano'."
trionfo-mardocheo-veronese,Il trionfo di Mardocheo,manierismo,scuola-veneziana,assegnato,"Paolo Veronese, opera veneziana matura, coerente con la Scuola veneziana esistente nell'albero."
trittico-con-la-madonna-in-trono-con-il-bambino-tra-i-santi-gregorio-gerolamo-am,"Trittico con la Madonna in trono con il Bambino tra i santi Gregorio, Gerolamo, Ambrogio e Agostino",quattrocento,quattrocento-veneziano,assegnato,"Antonio Vivarini e Giovanni d'Alemagna, bottega veneziana, Venezia (1446): rientra nella scuola 'Quattrocento veneziano'."
trittico-dei-frari,Trittico dei Frari,quattrocento,quattrocento-veneziano,assegnato,"Giovanni Bellini, basilica dei Frari, Venezia (1488): rientra nella scuola 'Quattrocento veneziano'."
trittico-del-roveto-ardente,Trittico del Roveto ardente,quattrocento-fiammingo,rinasc-nordico,assegnato,"Nicolas Froment e' pittore francese/provenzale (corte di Renato d'Angio' ad Aix-en-Provence), non fiammingo: corrente Rinascimento nordico piu' corretta di quella fiamminga."
trittico-di-san-giovenale,Trittico di San Giovenale (Madonna col Bambino in trono fra i santi),quattrocento,umanesimo-fiorentino,assegnato,"Prima opera nota di Masaccio, area fiorentina (Reggello, 1422): rientra nella scuola umanesimo-fiorentino, coerente con le altre opere dell'artista nel lotto."
ultima-cena-tintoretto-san-giorgio,Ultima cena,manierismo,scuola-veneziana,assegnato,"Tintoretto, San Giorgio Maggiore a Venezia: pittura veneziana matura (leggermente oltre il 1580 indicato, ma nessuna collocazione piu' adeguata disponibile)."
uomo-darme-bramante,Uomo d'arme,rinascimento-maturo,sforzesco,assegnato,Disegno di Bramante realizzato a Milano (1486 circa) durante la sua attività presso la corte sforzesca.
uomo-vitruviano,Uomo vitruviano,rinascimento-maturo,sforzesco,assegnato,"Disegno di Leonardo, elaborato a Milano (1490 circa) nell'ambito dei suoi studi per la corte sforzesca (trattatistica con Francesco di Giorgio Martini)."
vegliardi-moissac,Vegliardi (particolare della decorazione del timpano del portale sud),romanico,cluniacense,assegnato,"Particolare del portale di Moissac, priorato cluniacense."
venere-di-urbino-tiziano,Venere di Urbino,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,Tiziano (dipinta a Venezia per Guidobaldo della Rovere): rientra nella scuola veneziana.
venere-dormiente-giorgione-tiziano,Venere dormiente,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,"Giorgione e Tiziano, opera veneziana (1508-1512; 'Dresda' e' la sede museale attuale): rientra nella scuola veneziana."
vergine-delle-rocce-seconda,Vergine delle rocce (seconda versione),rinascimento-maturo,sforzesco,assegnato,"Seconda versione dipinta per la stessa confraternita milanese della prima Vergine delle rocce, eseguita perlopiù a Milano (1491-1508): coerente con il 'Periodo sforzesco'."
vertumno-pomona-pontormo,Vertumno e Pomona,manierismo,primo-manierismo-fiorentino,assegnato,"Affresco di Pontormo a Poggio a Caiano (villa medicea), 1519-1521: rientra nella finestra cronologica e regionale (Toscana) del Primo Manierismo fiorentino."
vetrata-carlo-magno-chartres,Vetrata di Carlo Magno (vetrata del deambulatorio),gotico,gotico-francese,assegnato,"Vetrata della cattedrale di Chartres: il contenitore attuale è l'epoca generica 'gotico', va specificata la corrente 'gotico-francese'."
vetrate-rosone-sainte-chapelle,Dettaglio delle vetrate del rosone,gotico,gotico-francese,assegnato,Vetrate della Sainte-Chapelle di Parigi: dall'epoca generica 'gotico' alla corrente più specifica 'gotico-francese'.
villa-medicea-cafaggiolo,Villa medicea di Cafaggiolo,quattrocento,umanesimo-fiorentino,assegnato,"Michelozzo per i Medici (villa di famiglia): scuola piu specifica del generico Quattrocento, coerente con il network di committenza fiorentina."
visitazione-pontormo-carmignano,Visitazione,manierismo,primo-manierismo-fiorentino,assegnato,"Pontormo, Carmignano (Toscana), 1528-1529: rientra nel Primo Manierismo fiorentino."
volta-della-camera-degli-sposi,Volta della Camera degli Sposi,quattrocento,rinascimento-mantovano,assegnato,"Mantegna, oculo della Camera degli Sposi, Mantova (1465-1474): rientra nella scuola 'Rinascimento mantovano'."
abbazia-cluny-iii,Abbazia di Cluny III,cluniacense,cluniacense,invariato,Abbazia di Cluny gia correttamente collocata; nessuna scuola piu specifica esiste.
adorazione-dei-magi-botticelli,Adorazione dei Magi,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Botticelli, opera fiorentina, gia' correttamente collocata."
adorazione-dei-magi-leonardo,Adorazione dei Magi,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Leonardo, commissione fiorentina di San Donato a Scopeto, gia' correttamente collocata."
adorazione-magi-stefano-da-verona,Adorazione dei Magi,tardogotico,tardogotico,invariato,"Stefano da Verona, Gotico Internazionale veneto: citta non indicata e informazioni insufficienti per una collocazione piu specifica; nessuna scuola dedicata esistente."
adorazione-pastori-el-greco,Adorazione dei pastori,controriforma,controriforma,invariato,"El Greco, opera del suo tardo periodo a Toledo (Madrid è la sede museale attuale, Prado), non legata al cantiere di El Escorial: nessuna scuola specifica esiste per Toledo/El Greco, resta alla corrente 'controriforma'."
affreschi-aula-gotica-santi-quattro-coronati,Affreschi dell'Aula Gotica,duecento-italiano,duecento-italiano,invariato,"Ciclo romano: già alla corrente più specifica disponibile (duecento-italiano, Lazio)."
affreschi-cappella-sancta-sanctorum,Affreschi della cappella del Sancta Sanctorum,duecento-italiano,duecento-italiano,invariato,Ciclo romano: già alla corrente più specifica disponibile (duecento-italiano).
affreschi-oratorio-san-silvestro,Ciclo di affreschi dell'oratorio di San Silvestro,duecento-italiano,duecento-italiano,invariato,Ciclo romano: già alla corrente più specifica disponibile (duecento-italiano).
allegoria-buon-governo-ambrogio,Allegoria del Buon Governo,gotico-senese,gotico-senese,invariato,Ambrogio Lorenzetti a Siena (1337-1340): gia nella scuola senese trecentesca.
allegoria-cattivo-governo,Allegoria del Cattivo Governo,gotico-senese,gotico-senese,invariato,Ambrogio Lorenzetti a Siena (1337-1340): gia nella scuola senese trecentesca.
allegoria-della-primavera,Allegoria della Primavera,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Botticelli, opera fiorentina, gia' correttamente collocata."
altare-isenheim,Altare di Isenheim (Crocifissione),rinasc-nordico,rinasc-nordico,invariato,"Grünewald, Altare di Isenheim a Colmar (1512-1516): la scuola 'Arte tedesca del Quattrocento' si ferma al 1500 e non copre questa data; nessuna scuola specifica successiva esiste, resta alla corrente 'Rinascimento nordico'."
ambasciatori-holbein,Gli Ambasciatori,rinasc-nordico,rinasc-nordico,invariato,"Holbein il Giovane, ritratto dipinto a Londra per la corte di Enrico VIII (1533): nessuna scuola dedicata alla corte Tudor esiste in albero, resta alla corrente 'Rinascimento nordico'."
ambone-epistola-ravello,Ambone dell'Epistola,romanico-italiano,romanico-italiano,invariato,"Opera anonima di Ravello: nessuna scuola specifica per la Costiera amalfitana nell'albero, resta alla corrente romanico-italiano."
ambone-guarna-salerno,Ambone Guarna della cattedrale di San Matteo,romanico-italiano,romanico-italiano,invariato,Opera anonima di Salerno: nessuna scuola specifica nell'albero.
angelo-tubicinario-strasburgo,Angelo tubicinario (particolare del Pilier des Anges),gotico-tedesco,gotico-tedesco,invariato,"Scultura del Pilier des Anges di Strasburgo: di ambito renano-francese, non riconducibile alla scuola rinascenza-sveva (di ambito sveva/imperiale); resta alla corrente gotico-tedesco."
annunciazione-arcangelo-simone,Annunciazione (particolare con l'arcangelo Gabriele),gotico-senese,gotico-senese,invariato,"Simone Martini e Lippo Memmi (1333): pala eseguita per il Duomo di Siena, gia nella scuola senese trecentesca."
annunciazione-leonardo,Annunciazione,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Leonardo a Firenze, gia' correttamente collocata nel Rinascimento fiorentino."
annunciazione-memling,Annunciazione,quattrocento-fiammingo,quattrocento-fiammingo,invariato,"Hans Memling, pittore fiammingo di Bruges, gia' correttamente collocato; 'New York' e' la sede museale attuale."
annunciazione-porta-nord-ghiberti,Annunciazione (formella della Porta Nord),umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Porta Nord del battistero di Firenze, Ghiberti (1403-1424): già correttamente collocata."
annunciazione-simone-memmi,Annunciazione,gotico-senese,gotico-senese,invariato,Simone Martini e Lippo Memmi (1333): gia nella scuola senese trecentesca.
annunciazione-vaso-gigli-simone,Annunciazione (particolare del vaso con i gigli),gotico-senese,gotico-senese,invariato,Simone Martini e Lippo Memmi (1333): gia nella scuola senese trecentesca.
annuncio-a-zaccaria-benevento,Annuncio a Zaccaria,eta-longobarda,eta-longobarda,invariato,"Ducato longobardo di Benevento (fine VIII - inizio IX sec.), regione esplicitamente inclusa in Eta longobarda: gia correttamente collocata."
apollo-e-dafni-perugino,Apollo e Dafni,rinascimento-fiorentino,rinascimento-fiorentino,invariato,Piccolo pannello mitologico di ambito fiorentino di Perugino (1483 circa); nessuna scuola più specifica individuabile con le informazioni disponibili.
apparizione-croce-costantino,Apparizione della Croce a Costantino,rinascimento-maturo,rinascimento-maturo,invariato,"Giulio Romano, Sala di Costantino in Vaticano: fase romana pre-mantovana, isolata nel lotto (solo 2 opere), non abbastanza per una scuola dedicata; resta al livello di corrente gia' assegnato."
arco-di-costantino-roma,Arco di Costantino,arte-paleocristiana,arte-paleocristiana,invariato,Gia' collocato in arte-paleocristiana; nessuna scuola piu' specifica disponibile nell'albero.
arco-di-settimio-severo-roma,Arco di Settimio Severo,tarda-antichita,tarda-antichita,invariato,"Arco severiano del 203 d.C., precedente all'arco cronologico dell'albero; nessuna collocazione piu' precisa disponibile."
arco-di-tito-roma,Arco di Tito,tarda-antichita,tarda-antichita,invariato,"Monumento romano dell'81 d.C., precedente all'arco cronologico dell'albero (che inizia con la Tarda Antichita', 284 d.C.); nessuna collocazione piu' precisa disponibile."
arrotino,Uomo che affila un coltello (Arrotino),umanesimo-fiorentino,umanesimo-fiorentino,invariato,"Scultura antica (II sec. a.C.); come per lo Spinario, nessun periodo dell'albero copre l'arte antica: resta come modello antico nel contesto dell'Umanesimo fiorentino."
autoritratto-leonardo,Autoritratto,rinascimento-maturo,rinascimento-maturo,invariato,"Disegno attribuito a Leonardo (1517-1518 secondo la datazione fornita, sebbene la critica proponga spesso una data anteriore), periodo di trasferimento alla corte di Francesco I in Francia; 'Torino' e' la sede museale attuale (Biblioteca Reale). Opera isolata, nessuna scuola francese dedicata a Leonardo esiste nell'albero: si mantiene la corrente generica italiana, coerente con lo stile e la nazionalita' dell'artista."
bacio-giuda-duccio,Bacio di Giuda (scomparto della Maestà),gotico-senese,gotico-senese,invariato,"Duccio di Buoninsegna, scomparto della Maesta (1308-1311): gia nella scuola senese trecentesca."
basilica-costantiniana-treviri,Basilica costantiniana di Treviri (Aula Palatina),arte-paleocristiana,arte-paleocristiana,invariato,"Edificio tardoromano di Treviri; 'arte-paleocristiana' e' la collocazione piu' ampia disponibile, nessuna scuola specifica per l'area germanica in questo periodo."
basilica-palladiana-vicenza,Basilica Palladiana,manierismo,manierismo,invariato,"Palladio, Vicenza: unica opera del lotto in questo contesto, nessuna scuola vicentina/palladiana esiste in albero; non sufficiente per proporne una nuova."
basilica-san-clemente-roma,Basilica superiore di San Clemente al Laterano,romanico-italiano,romanico-italiano,invariato,Edificio romano anonimo: nessuna scuola romana specifica nell'albero per l'architettura di questo periodo.
basilica-san-francesco-assisi,Basilica di San Francesco,gotico-italiano,gotico-italiano,invariato,"Edificio anonimo di Assisi: nessuna scuola specifica per l'architettura francescana nell'albero, resta a livello di corrente."
basilica-san-francesco-bologna,Basilica di San Francesco a Bologna,gotico-italiano,gotico-italiano,invariato,"Edificio bolognese isolato: nessuna scuola specifica nell'albero, resta a livello di corrente gotico-italiano."
basilica-san-lorenzo-maggiore-milano,Basilica di San Lorenzo Maggiore,arte-paleocristiana,arte-paleocristiana,invariato,Basilica ambrosiana di Milano (fine IV - inizio V sec.): gia correttamente in Arte paleocristiana.
basilica-san-lorenzo-napoli,Basilica di San Lorenzo Maggiore,gotico-italiano,gotico-italiano,invariato,"Edificio napoletano isolato: nessuna scuola gotica per Napoli in questo periodo nell'albero (rinascimento-napoletano è quattrocentesca), resta a livello di corrente."
basilica-san-marco-venezia,Basilica di San Marco,romanico-italiano,romanico-italiano,invariato,Edificio architettonico veneziano; nessuna scuola sotto Romanico italiano e pertinente all'architettura di Venezia.
basilica-san-vitale-ravenna,Basilica di San Vitale,eta-giustinianea,eta-giustinianea,invariato,Monumento chiave dell'eta giustinianea a Ravenna (526-547): gia correttamente collocato.
basilica-sant-apollinare-in-classe,Basilica di Sant'Apollinare in Classe,eta-giustinianea,eta-giustinianea,invariato,"Basilica ravennate consacrata nel 549, eta giustinianea: gia correttamente collocata."
basilica-santa-maria-antiqua-roma,Basilica di Santa Maria Antiqua al Foro Romano,arte-paleocristiana,arte-paleocristiana,invariato,Basilica paleocristiana romana gia' correttamente collocata; nessuna scuola piu' specifica disponibile.
basilica-santa-maria-assunta-torcello,Basilica di Santa Maria Assunta a Torcello,romanico-italiano,romanico-italiano,invariato,"Edificio architettonico di Torcello; le scuole sotto Romanico italiano riguardano pittura e Sicilia normanna, nessuna pertinente all'architettura veneziana."
basilica-santa-maria-cosmedin-roma,Basilica di Santa Maria in Cosmedin,romanico-italiano,romanico-italiano,invariato,"Edificio romano anonimo: nessuna scuola specifica nell'albero, resta alla corrente romanico-italiano."
basilica-santa-maria-novella-firenze,Basilica di Santa Maria Novella,gotico-italiano,gotico-italiano,invariato,"Edificio fiorentino isolato: nessuna scuola gotica specifica per Firenze in questo periodo nell'albero, resta a livello di corrente."
basilica-santa-maria-trastevere-roma,Basilica di Santa Maria in Trastevere,romanico-italiano,romanico-italiano,invariato,Edificio romano anonimo: nessuna scuola più specifica nell'albero.
basilica-santa-sabina-roma,Basilica di Santa Sabina a Roma,arte-paleocristiana,arte-paleocristiana,invariato,Basilica paleocristiana romana gia' correttamente collocata; nessuna scuola piu' specifica disponibile nell'albero.
basilica-santa-sofia-costantinopoli,Basilica di Santa Sofia,eta-giustinianea,eta-giustinianea,invariato,"Santa Sofia di Costantinopoli, eta giustinianea (532-537): gia correttamente collocata."
basilica-santi-cosma-damiano-roma,Basilica dei Santi Cosma e Damiano,arte-paleocristiana,arte-paleocristiana,invariato,Basilica paleocristiana di Roma (526-530): gia correttamente in Arte paleocristiana.
battaglia-di-anghiari,Battaglia di Anghiari (perduta),rinascimento-maturo,rinascimento-maturo,invariato,"Commissione della Repubblica fiorentina a Leonardo (1503-1506); la scuola 'rinascimento-fiorentino' copre solo fino al 1500, quindi si mantiene la corrente generica."
battaglia-di-cascina-cartone,"Battaglia di Càscina (cartone preparatorio, perduto)",rinascimento-maturo,rinascimento-maturo,invariato,Commissione della Repubblica fiorentina a Michelangelo (1504-1506): nessuna scuola più specifica disponibile per questa fase.
battaglia-di-centauri,Battaglia di centauri,rinascimento-maturo,rinascimento-maturo,invariato,"Rilievo giovanile di Michelangelo, ambito del giardino mediceo a Firenze: nessuna scuola più specifica del livello di corrente è disponibile per questa fase."
battesimo-di-cristo-verrocchio-leonardo,Battesimo di Cristo,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Bottega di Verrocchio a Firenze con Leonardo, gia' correttamente collocata nel Rinascimento fiorentino."
battistero-degli-ariani-cupola,Cupola del Battistero degli Ariani,regno-ostrogoto,regno-ostrogoto,invariato,Battistero ariano voluto da Teodorico a Ravenna: gia correttamente nella corrente Regno ostrogoto.
battistero-degli-ariani-ravenna,Battistero degli Ariani,regno-ostrogoto,regno-ostrogoto,invariato,Battistero ariano voluto da Teodorico a Ravenna: gia correttamente nella corrente Regno ostrogoto.
battistero-lateranense-roma,Battistero Lateranense,arte-paleocristiana,arte-paleocristiana,invariato,"Battistero paleocristiano di Roma (inizio IV secolo): nessuna scuola più specifica esiste per questo periodo, resta alla corrente 'arte-paleocristiana'."
battistero-neoniano-cupola,Cupola del Battistero Neoniano o degli Ortodossi,arte-paleocristiana,arte-paleocristiana,invariato,"Cupola del Battistero Neoniano, Ravenna (meta V sec.): gia correttamente in Arte paleocristiana."
battistero-neoniano-esterno,Esterno del Battistero Neoniano (o degli Ortodossi),arte-paleocristiana,arte-paleocristiana,invariato,Battistero Neoniano di Ravenna (400-458): gia correttamente in Arte paleocristiana.
battistero-san-giovanni-alle-fonti-milano,Battistero di San Giovanni alle Fonti,arte-paleocristiana,arte-paleocristiana,invariato,Battistero ambrosiano di Milano (378-397): collocazione in Arte paleocristiana gia corretta e specifica quanto possibile nell'albero.
battistero-san-giovanni-firenze,Battistero di San Giovanni,romanico-italiano,romanico-italiano,invariato,"Edificio architettonico fiorentino; le uniche scuole sotto Romanico italiano riguardano la pittura e la Sicilia normanna, nessuna pertinente all'architettura fiorentina."
bella-giardiniera,Madonna con il Bambino e san Giovannino (detta Bella giardiniera),rinascimento-maturo,rinascimento-maturo,invariato,"Raffaello, opera del periodo fiorentino (1507-1508; 'Parigi' e' la sede museale attuale, Louvre): resta alla corrente generica."
belle-ferronniere,Ritratto di dama (detta La Belle Ferronnière),sforzesco,sforzesco,invariato,Ritratto femminile della corte sforzesca di Milano: collocazione già corretta.
bibbia-di-carlo-il-calvo,Bibbia di Carlo il Calvo,eta-carolingia,eta-carolingia,invariato,"Manoscritto isolato nel lotto, riconducibile alla corte di Carlo il Calvo ma senza altre opere della stessa bottega presenti: resta a livello di corrente."
biblioteca-laurenziana,Biblioteca Laurenziana (vestibolo e sala di lettura),manierismo,manierismo,invariato,"Michelangelo e Ammannati, Firenze, cantiere che si estende su decenni (1524-1568): resta al livello di corrente, nessuna scuola specifica pertinente."
broletto-di-como,Broletto di Como,gotico-italiano,gotico-italiano,invariato,"Edificio comasco isolato: nessuna scuola lombarda per l'architettura di questo periodo nell'albero, resta alla corrente gotico-italiano."
buon-pastore-mausoleo-galla-placidia,"Buon Pastore (mosaico, lunetta)",arte-paleocristiana,arte-paleocristiana,invariato,"Mosaico del Mausoleo di Galla Placidia, Ravenna: gia correttamente in Arte paleocristiana."
busto-federico-ii,Busto di Federico II,arte-federiciana,arte-federiciana,invariato,"Corrisponde esattamente alla scuola arte-federiciana (corte di Federico II, Puglia)."
busto-giuliano-de-medici-verrocchio,Giuliano de' Medici,rinascimento-fiorentino,rinascimento-fiorentino,invariato,"Verrocchio, scultore fiorentino; 'Washington D.C.' e' la sede museale attuale. Gia' correttamente collocato."
calliope-o-erato,Calliope (o Erato),scuola-ferrarese,scuola-ferrarese,invariato,"Cosme Tura, già correttamente collocato nella 'Scuola ferrarese'."
campanile-santa-maria-del-fiore,Campanile della cattedrale di Santa Maria del Fiore,gotico-italiano,gotico-italiano,invariato,"Cantiere con due fasi autoriali distinte e successive (Giotto dal 1334, poi Andrea Pisano e infine Francesco Talenti): non riconducibile a una singola bottega/scuola."
canestra-frutta-caravaggio,La canestra di frutta,barocco,barocco,invariato,"Caravaggio, natura morta del periodo romano (Milano è la sede museale attuale, Pinacoteca Ambrosiana): opera isolata nel lotto, non legata a un cantiere specifico; nessuna scuola più specifica del 'Barocco' è disponibile."
capitelli-sainte-marie-madeleine-vezelay,Capitelli della navata centrale di Sainte-Marie-Madeleine,cluniacense,cluniacense,invariato,Vézelay era priorato cluniacense: collocazione già corretta e specifica.
capitello-davide-golia-vezelay,Davide e Golia (capitello della navata centrale),cluniacense,cluniacense,invariato,Stessa motivazione degli altri capitelli di Vézelay: priorato cluniacense.
capitello-eva-serpente-laach,Eva e il Serpente in Paradiso (capitello del portico d'ingresso),romanico,romanico,invariato,Capitello della chiesa tedesca di Maria Laach; nessuna corrente specifica per il romanico renano esiste in albero.
capitello-fiumi-paradiso-cluny,Fiumi del Paradiso (capitello dal coro della chiesa abbaziale),cluniacense,cluniacense,invariato,Capitello di Cluny gia correttamente collocato in Arte cluniacense; nessuna scuola piu specifica esiste.
capitello-mulino-mistico-vezelay,Il Mulino Mistico (capitello della navata centrale),cluniacense,cluniacense,invariato,Stessa motivazione degli altri capitelli di Vézelay: priorato cluniacense.
capitello-pulvino-san-giovanni-evangelista,Capitello e pulvino di una delle colonne della navata centrale,arte-paleocristiana,arte-paleocristiana,invariato,"Elemento architettonico della chiesa di San Giovanni Evangelista, Ravenna: gia correttamente in Arte paleocristiana."
cappella-colleoni-facciata,Facciata della cappella Colleoni,umanesimo-lombardo,umanesimo-lombardo,invariato,"Giovanni Antonio Amadeo a Bergamo (dominio veneziano, non sforzesco): resta nella scuola lombarda regionale, gia' corretta."
cappella-palatina-aquisgrana,Cappella Palatina,eta-carolingia,eta-carolingia,invariato,"Cappella Palatina di Carlo Magno ad Aquisgrana (794-805), opera di Oddo di Metz: gia correttamente in Eta carolingia."
cappella-palatina-palermo,Cappella Palatina,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
cappella-reale-kings-college,Cappella Reale del King's College,gotico-fiorito,gotico-fiorito,invariato,"Architettura del Perpendicular Gothic inglese: gia nella corrente piu specifica esistente, nessuna scuola dedicata a questa fase e presente nell'albero."
capsella-di-samagher,Capsella di Samagher,arte-paleocristiana,arte-paleocristiana,invariato,Manufatto paleocristiano gia' correttamente collocato; nessuna scuola piu' specifica disponibile.
capua-fidelis-testa-femminile,Capua Fidelis (testa femminile dalla Porta di Capua),arte-federiciana,arte-federiciana,invariato,Corrisponde esattamente alla scuola arte-federiciana (Porta di Capua).
castel-del-monte,Castel del Monte,arte-federiciana,arte-federiciana,invariato,Corrisponde esattamente alla scuola arte-federiciana.
castel-santangelo,Castel Sant'Angelo,quattrocento,quattrocento,invariato,"Nucleo antico (mausoleo di Adriano) trasformato in fortezza verso il 1450; nessuna scuola specifica per Roma esiste sotto Quattrocento, quindi resta al livello di corrente."
castello-sforzesco-torre-ingresso,Castello Sforzesco (torre d'ingresso),sforzesco,sforzesco,invariato,"Opera di Filarete per il Castello Sforzesco di Milano, gia' correttamente collocata nel Periodo sforzesco."
cattedra-di-massimiano,Cattedra di Massimiano,eta-giustinianea,eta-giustinianea,invariato,"Cattedra eburnea del vescovo Massimiano, Ravenna, eta giustinianea (546-554): gia correttamente collocata."
cattedra-di-pietro-vaticano,Cattedra di Pietro,eta-carolingia,eta-carolingia,invariato,"Trono ligneo-avorio legato a Carlo il Calvo; opera isolata nel lotto, nessuna scuola specifica pertinente."
cattedrale-cefalù,Cattedrale del Santissimo Salvatore di Cefalù,romanico-normanno-siciliano,romanico-normanno-siciliano,invariato,Già correttamente collocata nella scuola romanico-normanno-siciliano.
cattedrale-di-canterbury-interno,Interno della cattedrale di Nostro Signore Gesù Cristo,early-english-gothic,early-english-gothic,invariato,Già correttamente collocata nella scuola early-english-gothic.
cattedrale-di-colonia,Cattedrale dei Santi Pietro e Maria di Colonia,gotico-tedesco,gotico-tedesco,invariato,"Cattedrale di ambito renano-francese, non riconducibile alla scuola rinascenza-sveva (scultura sveva/imperiale); resta alla corrente gotico-tedesco."
cattedrale-di-leon,"Cattedrale di Santa Maria de Regla, León",gotico-spagnolo,gotico-spagnolo,invariato,Già alla corrente più specifica disponibile (gotico-spagnolo); nessuna scuola dedicata a León nell'albero.
cattedrale-di-salisbury,Cattedrale della Beata Vergine Maria (Cattedrale di Salisbury),early-english-gothic,early-english-gothic,invariato,"Corrisponde esattamente alla scuola early-english-gothic (1220-1258, Inghilterra)."
